text,type
"I like how committed people in London are to cold weather gear right now, even though it's super mild out. As a New Englander, I'm sweating😂",y
"That white and dense fog is what happens in winter in the place I live.
Tomorrow I flee from Mordor and I'll come t… https://t.co/iBn9OTTa1V",y
"It's a beautiful morning in East London!  The sun is shining, it's not too cold... I think it's a good day to visit Jennifer at JK Pike. ;-)",y
Morning departure into the retreating fog #southend #airtraffic #weather #officeview @ London… https://t.co/oy0x6Yxi3B,y
The weather in Australia is just uhhh...... boiling hot so I might move to London or somewhere in England. https://t.co/qk4bPL28cI,y
"A sunny day in London on AL: to the zoo, I think. @Spr1969 any friends there (human or animal!) I should look out for?",y
"Weather at London, UK: Cloudy tomorrow! With a high of 52F and a low of 46F.",y
December 14th. Radiant sunshine in lovely Richmond park today. #feelinglucky #london #richmond… https://t.co/by74ByXXja,y
It's actually really hot in #London right now. No idea why people are complaining about the #weather. 💯 #LondonWeather #UKWeather,y
Right. Will stop complaining about balmy London Christmas now. https://t.co/uqGgx1cbsX,y
I'm in the mood to spread some sunshine today so I'm starting by rocking my burgundy Tutu to London 😃😄.....,y
"From dark, rainy Dublin airport this morning, to... https://t.co/hr2qrxxWj1",y
@SeimenBurum Happy Wednesday xx Beautiful glorious sunshine here in London https://t.co/IadKwgv7cO,y
Hello and good day beautiful warm London. Doesn't feel like Christmas. Way too mild! https://t.co/7h7h6g8ss7,y
Left rainy Dublin for the blue skies of London @CARAMagazine https://t.co/7N57N2jGkn,y
This morning's fog in Battersea Park.  #batterseapark #battersea #london #winter #wintersu… https://t.co/0viJF6SqyM https://t.co/N680Em6YiL,y
Lunchtime view. Unseasonably warm in London. 54F. https://t.co/NXknZRePAM,y
"Sunshine🌻🌞 @ London, United Kingdom https://t.co/BZDCi4QqqM",y
#lunch #shooting #actorslife #stroll #sunshine #london #thanks #hello #happy #actor #instagood… https://t.co/GmMEWb1e7m,y
What a gorgeous sunny day today in London,y
#bright #sunny #moment #London #StPancreas https://t.co/NwlJ0C7W3j,y
"Blue sky #London winter days. Even warm out. Lovely. @ Chelsea, London https://t.co/JgkVhMGQ9m",y
Lovely south London day! Warm and sunny! いい天気ですね！南東ロンドン https://t.co/pFGjy48u0E,y
Sunny day in London from the best view #Shangrila #shard https://t.co/hx8LCMvOnS,y
London you are so pretty in the sunshine 🇬🇧☃️ #BatterseaParkOfficeViews https://t.co/okZGBGz9e3,y
"138 Holborn in the sunshine ☀️
.
.
.
.
.
#london #londres #londonlife #architecture #build… https://t.co/vprJ4mr6HM https://t.co/TRkBiSE9xD",y
Beautiful sunny day in @cityoflondon #London #property #marketing #PR https://t.co/ZUNE6C2sKs,y
It's such a beautiful day in London. #sunshine,y
Walking through London in glorious sunshine and hoping that everything will work out for next year...🙏🏻,y
"Lovely sunny day in London, never seen so many Christmas Trees https://t.co/NlL99aZQCp",y
London in the winter sunshine 🙂,y
"Perfect crisp sunny day to discover the Danish church right in Central London, site of the… https://t.co/r2FGOdfbZP",y
"Solstice 21 dec might be longest night but we're toasty&amp;bright inside @TheForgeCamden Russian 🎶 convivial 🍸warm 💖
https://t.co/wP19Ba6pr4",y
#santaskate 2016 in London - a great crowd of Santas enjoying the sunny day https://t.co/3dqUP9rxEq,y
London's kinda warm today,y
"On a cold, but sunny morning in London recently, as the birds chirped over the sound of an Underground train, a longform article started.",y
It is far too warm in December in London!,y
i do hope this is right and saturday is FOG ...i love a good london pea souper (not that it will actually be one of… https://t.co/VjiZc7Lt0E,y
"#lunchbreak #sunshine☀️#londonlife @ Millennium Bridge, London https://t.co/OHyzLf4dyd",y
#roomwithaview #London #lovelondon #view #skyline #sunny #bttower #dusk #bright #cityview #sunshine https://t.co/GdTWPDFIbn,y
"It's a lovely sunny day in London, perfect for setting off on the #GibsonTrail! Just four days left to see the show… https://t.co/9465blYaQ8",y
"It's the middle of December, yet I'm sitting outside in London, enjoying the sunshine....with no coat. #Weather #sunshine #London",y
Boom! Could surf on this sunshine all day :-) Gorgeous #London,y
The bees are making the most of the sunny day in London https://t.co/LJhGJ1WqMM,y
London is so warm 😩,y
After a bit of a ropey 36 hours I am being restored by friends and London in the sunshine.,y
Beautiful sunny day today in little Venice 14/16/16 #littlevenice #londonwaterways #Britainwaterways… https://t.co/XNo6kBKFZZ,y
#TheBeatles #sunshine #Printables #MakkiZakkiChannel #London #Esty #estyseller #estygifts #sunrise https://t.co/iCkm3Qh6ZS,y
"It's a lovely sunny day in London, perfect for setting off on the #GibsonTrail! Just four days left to see the... https://t.co/W7L3OEkkhI",y
"*Glorious* day in London ... 13 degrees, sunshine, barely a breeze and I think (I'm not certain) I actually saw happy people walking outside",y
La pequeña Venecia en Londres -Sunny day in London little Venice #lapequeñaveneciaLondres #canalrivertrust https://t.co/AsiFoHmZee,y
"I'm Loving The Sunny, Picturesque, Warm Weather In London This Afternoon. Feeling Those Spring &amp; Summer Vibes. Blessed // Grateful ☺☀",y
Cycle commuting into #London in the cold is the best Feel 4 those who rely on trains &amp; don't have an option 2 bike https://t.co/RDHmWAib9F,y
My #favourite #park shrouded in #early #morning #mist with a #beautiful #sunrise #Brockwellpark #tranquility… https://t.co/CRWMULjhDO,y
tfw you'll never get to drink and play cards with TS Eliot in front of a warm fire on a snowy london day,y
"Can I just say, at 7am this morning, never expected blue skies and sunshine over #London town. Hope it stays. https://t.co/8722LWdted",y
#wapping #sunshine #london #today https://t.co/wttgWWkqpW,y
of course it's a beautiful clear sunny day when i'm flying out of london. but it's also 3 pm and the sun is setting so see ya i'm outta here,y
"I don't know whether it's because it's my first winter in London, but is it always this mild?  It's not cold one bit... #globalwarming ? 😩🌍",y
"Lovely leisurely day in sunny #London
Can't believe it's December! https://t.co/AcoA3zgjN7",y
"It is a beautiful day in London, it's sunny and I'm smiling because there will prosecco later 🙌🏼☀️💯",y
Nice sunny day in London. Very interesting tour of Parliament. https://t.co/CmH90KmW9f,y
10am: Mostly Cloudy -9.1C - Feels: -18C - Wind: SW 27km/h Gusts to 40km/h - Bar: 101.9 kPa v - Hum: 74% #London #Weather,y
"London: rain.
Milan: fog.

...and then there is Naples ❤️ #sun… https://t.co/7NgsQirZZs",y
Thankyou London for a most beautiful sunny December day. See you again soon! ❤️☀️🙏 #wanderlust… https://t.co/gQlB3vnQia,y
#London #sunny #day #contrast #cool #coolphotography #Leyton finding my #way #out #wayout #tube… https://t.co/mMMEqeBEkv,y
"Full moon on Winter Time, London. Cold but HAPPY. https://t.co/d30o8RCHYj",y
Dean Martin 👍👏 10C in London is pretty nice 😬😌 https://t.co/eKq9dKrdhk,y
Beautiful sky in London. And it's warm!! https://t.co/G4RmBZSXwF,y
Perfect sunny day to be on a #rooftop in #London. Fitting sapele timber seating and trellis to our #planters.… https://t.co/aVDKoUs484,y
@clemsontyger04 going to miss a game I would rather this one than a sunny London day where he can win the game himself,y
A sunny winters day in London Town #rarelondonmoments https://t.co/mHPwCYukHN,y
"#ChristmasTime a sunny warm middle of December in The City Of London
#BeautifulDay 🎅🎅🎅
Feel like Spring https://t.co/JSBTtRACQL",y
A sunny winters day in London Town #rarelondonmoments https://t.co/pFeFz9bNeX,y
Enjoying the cold in London just Met Father Christmas and got my first present for under my tree 🌲 Love xmas!! 💃😇🌲 https://t.co/cVtdBBrhmz,y
London weather: London City Airport flights disrupted following fog ... - Evening Standard #Weather https://t.co/bfofNAcMsW,y
The Mist : https://t.co/hBMZOVngVx,y
Lovely #sunlight on #stpaulscathedral this afternoon ❤️ #london… https://t.co/aYcHZ7vcSP,y
Checking out Nürnberg's #christkindlesmarkt (Christmas Market) And to think we thought it was cold in London 😳😄 nee… https://t.co/5BQGiY9eMt,y
11am: Mostly Cloudy -8.3C - Feels: -18C - Wind: SW 33km/h Gusts to 44km/h - Bar: 101.9 kPa v - Hum: 70% #London #Weather,y
Sunny day in London. 😍☀️ #OxfordStreet #London #Eatnlondon #Snapnlondon #prettylittlelondon… https://t.co/1gVcSGk9xU,y
"Inge Morath, ""Fog on the #Thames"", #London, 1954
https://t.co/TuEVucBiAf https://t.co/GXrkMOg2Yp",y
@ellefabbro @ShieldsWeather Think YAM &amp; YVV have the best shots w/ the intense squalls.....sunny &amp; cold wx here in London as well (for now),y
Trafalgar Square in the sunshine -) #london #citylife https://t.co/1fjeDRs1AU,y
why isn't it cold in london why kind of shitty weather is this,y
The tap water in cambridge is so cloudy I can never bring myself to drink it https://t.co/Rm6rIc8MEL,y
Why is London so warm 😭,y
@charlieputh @TaylorMarieHill So nice to hear your having a breezing time in London come to portugal it's nice and warm here ❤,y
12pm: Partly Cloudy -7.7C - Feels: -18C - Wind: SW 44km/h Gusts to 57km/h - Bar: 101.7 kPa v - Hum: 69% #London #Weather,y
That's a great look Marianela! Set up for the cold weather. Hope you have your lunch in the bag too! https://t.co/wBXWufsCfY,y
"It was a bright sunny day today in London!
#london #work #business #entrepreneurship #city… https://t.co/ZZMrWJPs7v",y
@tfjjoho69 Isn't it cold enough in London? 😊,y
"On the train home, towards London the sky looks dark blue and it looks like night time.. Somerset way is lit up with oranges and purples!",y
"Big fan of the Shard lighting, even on a cloudy night #london… https://t.co/duZwA6bHp1",y
It was a beautiful sunny day in London today!☀️🇬🇧#stpauls #london #daytrip @ St. Paul's Cathedral https://t.co/DpGarGoWEw,y
Deceptively warm temperatures in #London but at least the lights feel like Christmas is coming. https://t.co/1ZyOPCUTsP,y
That's a lotta blue for mid-December. Not cold this morning either.... #london https://t.co/eGjoSFyL67 https://t.co/OjRkBEJolM,y
Tonight in London will be Partly Cloudy; high C (F) / low 6C (43F). Wind Southeast 4mph (6kmph).,y
"This is Madrid today, funny enough it was sunny in London!
#foggy #notlondon #winter #spain #travelling #fog https://t.co/uylEcy1b3D",y
"With the way London bloggers are dressing, I refuse to believe that place is cold 😐😕",y
London is a fabulous city in winter sunshine: I've only ever seen the Albert Memorial on full days before #shiny… https://t.co/VbguKUYEiX,y
London is a fabulous city in winter sunshine: I've only ever seen the Albert Memorial on dull days before #shiny… https://t.co/tSeEBsoats,y
@tommy_claret you northern cunts will come down to London thinking cor this is nice and warm down ere play a blinder and turn us over 0-2 😂,y
"You sum it up so nicely. It's cold and it's not England.
*sigh* https://t.co/B7FIqkvOLo",y
@elisabethjlane Huh. I would have thought London was as cold or colder.,y
It's chilly out there! Snuggle up in these warm and stylish coats ❄️ #winter #christmas #fashion #warm #coats #cold https://t.co/j57rbugmnt,y
View the full forecast of Tomorrow’s Weather For London: Mostly Cloudy here - https://t.co/mqBiSgVQVi #LondonWeather,y
"A dark, cold night in The East End of #London... https://t.co/b93fGtsusA",y
"I know it's hot in Aus, but here in London it's been warm too. Like, actually unusually warm for this time of year.… https://t.co/c1Kw4gQXIp",y
Freezing Cold London! https://t.co/ExodmEN2KL,y
London is fun. And surprisingly warm. 🙌🏻,y
Tomorrow's London weather: Mostly Cloudy with a high of 11C (52F) and a low of 8C (46F),y
Missing my sunshine and London https://t.co/9PDVCg8xZ6,y
Missing my London. It's sunny and warm there today. Home away from home. #interiordesigner… https://t.co/NXUpQSvEGS,y
3pm: Mostly Cloudy -7.5C - Feels: -17C - Wind: SW 36km/h Gusts to 50km/h - Bar: 101.4 kPa v - Hum: 61% #London #Weather,y
Is it normal to be this warm in London? 😍 Im so surprised !! Btw I love Christmas in London..if my family were here would be perfect !! 💙👌🎄🎅,y
Middle of the night fog shot #London https://t.co/MfVfQsgYuQ,y
"So today I've been swimming in the outdoor swimming pool. The 14th of December. In London. It's so warm outside, doesn't feel like xmas!",y
@GuitarmanDan I'm finally heading back to CA from London! Must say I miss the sun! Oh and it hasn't been cold in London!,y
"@vayenntha Yes, I did. I lived in Lahore for a brief time. Trust me, Lahore cold &gt; London cold haha.",y
The temperature is 6C and currently/forecast fog in #London @ Wed 21:50:01GMT,y
@SamBewley @BikeBreaks Even in London it is sunny and warm. #nofilter https://t.co/AEnDmxE89A,y
"Winter mist
#london https://t.co/8uQXgJiK3U",y
"Loved seeing this today...sunlight and blue sky. Australia's Impressionists: In focus | The National Gallery, London https://t.co/A3AXJ1PWvp",y
#London #weather Partly Cloudy tomorrow! With a high of 53F and a low of 47F. https://t.co/357AXYJSZz,y
The temperature is 6C and currently/forecast fog in #London @ Wed 22:05:02GMT,y
"Thank you @alexisthenedd it's romance, repartee &amp; clever nuance not rape--it's f--in art folks!🎄❄️🎄❄️🎄❄️🎄❄️🎄 https://t.co/9howzNR2PL",n
RT @BrittanyKSNT: We will have the lastet this morning on @KSNTNews - please stay warm! https://t.co/4QTDlkMSE3,n
". @WilsonsWorld is making sure you stay warm this winter season... He's live till 9am at @onehourheatair. 
#WCCB https://t.co/FNABnCOciC",n
RT @europasx: Horny milf Kendra Lust takes a big hard cock deep in her wet pussy and cum on her face. https://t.co/QbgPerD0g8,n
". @WilsonsWorld is making sure you stay warm this winter season... He's live till 9am at @onehourheatair. 
#WCCB https://t.co/WJyPGbUZid",n
sorry to everyone who witnessed me walking around in only my binder I was just REALLY WARM,n
#fashion #shoes #running #newdeals #free #cybermonday JACKSHIBO Men Fur Lined Winter Snow… https://t.co/BVVItKBcDd https://t.co/fZ8EbVHxmQ,n
RT Sentinel2NO: I think the climate change study looked through this and blended the Bible flood in to add a twist… https://t.co/TsSljOFr46,n
"RT @habibisilvia: Very happy https://t.co/jiGyFXa9v1 sweetie wishing u always Happiness, health and love,💕💕💕Sending warm hugss lovely… ",n
https://t.co/WEgtSwquDP #Mystery (partially) solved? 'Heat bombs' warm sun's outer atmosphere #f3news #breaking #news,n
A warm welcome to our new follows @Brand - Like us on Facebook too &gt;  https://t.co/xYxOgCzka7,n
"Upon all the long queue, 3 hours under the hot sun, standing. At exactly 12pm i voted. Lets be patient and please... https://t.co/x6QnCtP6DP",n
